id,fiscal_service_id,step_number,applies_to,estimated_duration_minutes,location_address,office_hours,requires_appointment,can_be_done_online,additional_cost,required_documents,created_at
SP-00762,T-062,12,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00763,T-062,13,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00764,T-062,14,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00765,T-062,15,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00766,T-063,1,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00767,T-063,2,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00768,T-063,3,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00769,T-063,4,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00770,T-063,5,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00771,T-063,6,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00772,T-063,7,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00773,T-063,8,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00774,T-063,9,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00775,T-063,10,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00776,T-063,11,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00777,T-063,12,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00778,T-063,13,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00779,T-063,14,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00780,T-063,15,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00781,T-064,1,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00782,T-064,2,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00783,T-064,3,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00784,T-064,4,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00785,T-064,5,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00786,T-064,6,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00787,T-064,7,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00788,T-064,8,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00789,T-064,9,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00790,T-064,10,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00791,T-064,11,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00792,T-064,12,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00793,T-064,13,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00794,T-064,14,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00795,T-064,15,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00796,T-065,1,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00797,T-065,2,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00798,T-065,3,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00799,T-065,4,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00800,T-065,5,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00801,T-065,6,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00802,T-065,7,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00803,T-065,8,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00804,T-065,9,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00805,T-065,10,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00806,T-065,11,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00807,T-065,12,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00808,T-065,13,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00809,T-065,14,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00810,T-065,15,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00811,T-066,1,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00812,T-066,2,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00813,T-066,3,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00814,T-066,4,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00815,T-066,5,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00816,T-066,6,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00817,T-066,7,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00818,T-066,8,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00819,T-066,9,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00820,T-066,10,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00821,T-066,11,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00822,T-066,12,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00823,T-066,13,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00824,T-066,14,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00825,T-066,15,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00826,T-067,1,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00827,T-067,2,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00828,T-067,3,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00829,T-067,4,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00830,T-067,5,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00831,T-067,6,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00832,T-067,7,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00833,T-067,8,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00834,T-067,9,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00835,T-067,10,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00836,T-067,11,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00837,T-067,12,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00838,T-067,13,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00839,T-067,14,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00840,T-067,15,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00841,T-068,1,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00842,T-068,2,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00843,T-068,3,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00844,T-068,4,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00845,T-068,5,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00846,T-068,6,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00847,T-068,7,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00848,T-068,8,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00849,T-068,9,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00850,T-068,10,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00851,T-068,11,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00852,T-068,12,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00853,T-068,13,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00854,T-068,14,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00855,T-068,15,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00856,T-069,1,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00857,T-069,2,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00858,T-069,3,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00859,T-069,4,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00860,T-069,5,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00861,T-069,6,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00862,T-069,7,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00863,T-069,8,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00864,T-069,9,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00865,T-069,10,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00866,T-069,11,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00867,T-069,12,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00868,T-069,13,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00869,T-069,14,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00870,T-069,15,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00871,T-070,1,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00872,T-070,2,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00873,T-070,3,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00874,T-070,4,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00875,T-070,5,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00876,T-070,6,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00877,T-070,7,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00878,T-070,8,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00879,T-070,9,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00880,T-070,10,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00881,T-070,11,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00882,T-070,12,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00883,T-070,13,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00884,T-070,14,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00885,T-070,15,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00886,T-071,1,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00887,T-071,2,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00888,T-071,3,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00889,T-071,4,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00890,T-071,5,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00891,T-071,6,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00892,T-071,7,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00893,T-071,8,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00894,T-071,9,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00895,T-071,10,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00896,T-071,11,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00897,T-071,12,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00898,T-071,13,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00899,T-071,14,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00900,T-071,15,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00901,T-072,1,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00902,T-072,2,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00903,T-072,3,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00904,T-072,4,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00905,T-072,5,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00906,T-072,6,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00907,T-072,7,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00908,T-072,8,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00909,T-072,9,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00910,T-072,10,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00911,T-072,11,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00912,T-072,12,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00913,T-072,13,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00914,T-072,14,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00915,T-072,15,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00916,T-073,1,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00917,T-073,2,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00918,T-073,3,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00919,T-073,4,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00920,T-073,5,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00921,T-073,6,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00922,T-073,7,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00923,T-073,8,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00924,T-073,9,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00925,T-073,10,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00926,T-073,11,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00927,T-073,12,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00928,T-073,13,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00929,T-073,14,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00930,T-073,15,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00931,T-074,1,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00932,T-074,2,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00933,T-074,3,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00934,T-074,4,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00935,T-074,5,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00936,T-074,6,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00937,T-074,7,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00938,T-074,8,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00939,T-074,9,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00940,T-074,10,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00941,T-074,11,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00942,T-074,12,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00943,T-074,13,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00944,T-074,14,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00945,T-074,15,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00946,T-075,1,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00947,T-075,2,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00948,T-075,3,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00949,T-075,4,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00950,T-075,5,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00951,T-075,6,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00952,T-075,7,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00953,T-075,8,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00954,T-075,9,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00955,T-075,10,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00956,T-075,11,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00957,T-075,12,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00958,T-075,13,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00959,T-075,14,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00960,T-075,15,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00961,T-076,1,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00962,T-076,2,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00963,T-076,3,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00964,T-076,4,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00965,T-076,5,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00966,T-076,6,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00967,T-076,7,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00968,T-076,8,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00969,T-076,9,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00970,T-076,10,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00971,T-076,11,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00972,T-076,12,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00973,T-076,13,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00974,T-076,14,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00975,T-076,15,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00976,T-077,1,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00977,T-077,2,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00978,T-077,3,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00979,T-077,4,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00980,T-077,5,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00981,T-077,6,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00982,T-077,7,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00983,T-077,8,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00984,T-077,9,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00985,T-077,10,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00986,T-077,11,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00987,T-077,12,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00988,T-077,13,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00989,T-077,14,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00990,T-077,15,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00991,T-078,1,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00992,T-078,2,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00993,T-078,3,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00994,T-078,4,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00995,T-078,5,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00996,T-078,6,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00997,T-078,7,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00998,T-078,8,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-00999,T-078,9,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01000,T-078,10,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01001,T-078,11,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01002,T-078,12,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01003,T-078,13,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01004,T-078,14,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01005,T-078,15,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01006,T-079,1,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01007,T-079,2,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01008,T-079,3,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01009,T-079,4,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01010,T-079,5,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01011,T-079,6,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01012,T-079,7,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01013,T-079,8,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01014,T-079,9,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01015,T-079,10,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01016,T-079,11,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01017,T-079,12,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01018,T-079,13,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01019,T-079,14,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01020,T-079,15,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01021,T-080,1,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01022,T-080,2,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01023,T-080,3,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01024,T-080,4,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01025,T-080,5,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01026,T-080,6,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01027,T-080,7,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01028,T-080,8,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01029,T-080,9,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01030,T-080,10,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01031,T-080,11,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01032,T-080,12,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01033,T-080,13,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01034,T-080,14,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01035,T-080,15,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01036,T-081,1,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01037,T-081,2,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01038,T-081,3,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01039,T-081,4,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01040,T-081,5,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01041,T-081,6,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01042,T-081,7,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01043,T-081,8,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01044,T-081,9,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01045,T-081,10,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01046,T-081,11,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01047,T-081,12,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01048,T-081,13,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01049,T-081,14,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01050,T-081,15,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01051,T-082,1,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01052,T-082,2,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01053,T-082,3,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01054,T-082,4,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01055,T-082,5,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01056,T-082,6,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01057,T-082,7,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01058,T-082,8,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01059,T-082,9,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01060,T-082,10,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01061,T-082,11,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01062,T-082,12,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01063,T-082,13,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01064,T-082,14,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01065,T-082,15,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01066,T-083,1,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01067,T-083,2,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01068,T-083,3,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01069,T-083,4,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
SP-01070,T-083,5,both,,,,False,False,0.0,{},2025-09-29T12:09:56.011222Z
